CEST;"Descricao";Inicio;Fim
2104000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104100;"Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes";2018-01-01;2023-08-31
2104100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104200;"Enceradeiras";2018-01-01;2023-08-31
2104200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104300;"Chaleiras elétricas";2018-01-01;2023-08-31
2104300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104400;"Ferros elétricos de passar";2018-01-01;2023-08-31
2104400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104500;"Fornos de micro-ondas";2018-01-01;2023-08-31
2104500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104600;"Outros fornos fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis";2018-01-01;2023-08-31
2104600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104700;"Outros fornos fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis";2018-01-01;2023-08-31
2104700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104800;"Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras";2018-01-01;2023-08-31
2104800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2104900;"Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras";2018-01-01;2023-08-31
2104900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105000;"Outros aparelhos eletrotérmicos de uso doméstico";2018-01-01;2023-08-31
2105000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105100;"Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00";2018-01-01;2023-08-31
2105100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105200;"Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio";2018-01-01;2023-08-31
2105200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105300;"Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 21.053.01";2018-01-01;2022-05-01
2105300;"Telefones inteligentes (“smartphones”) e para redes celulares, excetos por satélite, os de uso automotivo e os classificados nos CEST 21.053.01";2022-05-02;2023-08-31
2105300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105301;"Telefones para redes celulares portáteis, exceto por satélite";2018-01-01;2022-05-01
2105301;"Telefones inteligentes (“smartphones”) e para redes celulares portáteis, excetos por satélite";2022-05-02;2023-08-31
2105301;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105400;"Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo";2018-01-01;2022-05-01
2105400;"Outros telefones para outras redes sem fio, excetos os de uso automotivo e os classificados nos CEST 21.053.00 e 21.053.01";2022-05-02;2023-08-31
2105400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105500;"Outros aparelhos telefônicos não combinados com outros aparelhos";2018-01-01;2023-08-31
2105500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105501;"Outros aparelhos telefônicos";2018-01-01;2023-08-31
2105501;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105600;"Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53";2018-01-01;2020-02-29
2105600;"Outros aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio.";2020-03-01;2023-08-31
2105600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105601;"Distribuidores de conexões para rede (“hubs”) e moduladores/demoduladores (“modens”).";2020-03-01;2023-08-31
2105601;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105700;"Microfones e seus suportes alto-falantes, fones de ouvido, mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofrequência, aparelhos elétricos de amplificação de som suas partes e acessórios exceto os de uso automotivo";2018-01-01;2023-08-31
2105700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105800;"Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som aparelhos de reprodução de som aparelhos de gravação e de reprodução de som partes e acessórios exceto os de uso automotivo";2018-01-01;2023-08-31
2105800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2105900;"Outros aparelhos de gravação de som aparelhos de reprodução de som aparelhos de gravação e de reprodução de som partes e acessórios exceto os de uso automotivo";2018-01-01;2023-08-31
2105900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106000;"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo";2018-01-01;2023-08-31
2106000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106100;"Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo";2018-01-01;2023-08-31
2106100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106200;"Cartões de memória (memory cards)";2018-01-01;2023-08-31
2106200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106300;"Cartões inteligentes (smart cards)";2018-01-01;2019-06-30
2106300;"Cartões inteligentes (""smartcards""), exceto o item classificado no CEST 21.064.00";2019-07-01;2023-08-31
2106300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106400;"Cartões inteligentes (sim cards)";2018-01-01;2023-08-31
2106400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106500;"Câmeras fotográficas digitais e câmeras de vídeo e suas partes";2018-01-01;2022-05-01
2106500;"Câmeras fotográficas digitais e câmeras de vídeo";2022-05-02;2023-08-31
2106500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106600;"Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518";2018-01-01;2023-08-31
2106600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106700;"Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos";2018-01-01;2023-08-31
2106700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106701;"Projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina";2018-01-01;2023-08-31
2106701;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106800;"Outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos";2018-01-01;2023-08-31
2106800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2106900;"Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos)";2018-01-01;2023-08-31
2106900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107000;"Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido)";2018-01-01;2023-08-31
2107000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107100;"Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma";2018-01-01;2023-08-31
2107100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107200;"Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo";2018-01-01;2023-08-31
2107200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107300;"Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00";2018-01-01;2023-08-31
2107300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107400;"Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão";2018-01-01;2023-08-31
2107400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107500;"Câmeras fotográficas para filmes de revelação e copiagem instantâneas";2018-01-01;2023-08-31
2107500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107600;"Aparelhos de diatermia";2018-01-01;2023-08-31
2107600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107700;"Aparelhos de massagem";2018-01-01;2023-08-31
2107700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107800;"Reguladores de voltagem eletrônicos";2018-01-01;2023-08-31
2107800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2107900;"Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30";2018-01-01;2023-08-31
2107900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108000;"Multiplexadores e concentradores";2018-01-01;2023-08-31
2108000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108100;"Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais";2018-01-01;2023-08-31
2108100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108200;"Outros aparelhos para comutação";2018-01-01;2023-08-31
2108200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108300;"Roteadores digitais, em redes com ou sem fio";2018-01-01;2023-08-31
2108300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108400;"Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular";2018-01-01;2022-05-01
2108400;"Aparelhos emissores com receptor incorporado de tecnologia celular";2022-05-02;2023-08-31
2108400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108500;"Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento";2018-01-01;2023-08-31
2108500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108600;"Antenas próprias para telefones celulares portáteis, exceto as telescópicas";2018-01-01;2023-08-31
2108600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108700;"Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes";2018-01-01;2023-08-31
2108700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108800;"Ventiladores, exceto os de uso agrícola";2018-01-01;2022-05-01
2108800;"Ventiladores, exceto os de uso agrícola e do CEST 21.088.01";2022-05-02;2023-08-31
2108800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108801;"Microventiladores com área de carcaça inferior a 90 cm²";2022-08-01;2023-08-31
2108801;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2108900;"Ventiladores de uso agrícola";2018-01-01;2023-08-31
2108900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109000;"Coifas com dimensão horizontal máxima não superior a 120 cm";2018-01-01;2023-08-31
2109000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109100;"Partes de ventiladores ou coifas aspirantes";2018-01-01;2023-08-31
2109100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109200;"Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente";2018-01-01;2023-08-31
2109200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109300;"Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna";2018-01-01;2023-08-31
2109300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109400;"Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora";2018-01-01;2023-08-31
2109400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109500;"Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora";2018-01-01;2023-08-31
2109500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109600;"Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora";2018-01-01;2023-08-31
2109600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109700;"Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora";2018-01-01;2023-08-31
2109700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109800;"Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01";2018-01-01;2023-08-31
2109800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109801;"Outros aparelhos elétricos para filtrar ou depurar água";2018-01-01;2023-08-31
2109801;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2109900;"Lavadora de alta pressão e suas partes";2018-01-01;2023-08-31
2109900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110000;"Furadeiras elétricas";2018-01-01;2023-08-31
2110000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110100;"Aparelhos elétricos para aquecimento de ambientes";2018-01-01;2023-08-31
2110100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110200;"Secadores de cabelo";2018-01-01;2023-08-31
2110200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110300;"Outros aparelhos para arranjos do cabelo";2018-01-01;2023-08-31
2110300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110400;"Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo";2018-01-01;2023-08-31
2110400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110500;"Climatizadores de ar";2018-01-01;2023-08-31
2110500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110600;"Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente";2018-01-01;2023-08-31
2110600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110700;"Câmeras de televisão e suas partes";2018-01-01;2022-05-01
2110700;"Câmeras de televisão";2022-05-02;2023-08-31
2110700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110800;"Balanças de uso doméstico";2018-01-01;2023-08-31
2110800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2110900;"Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão)";2018-01-01;2023-08-31
2110900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111000;"Aparelhos elétricos para telefonia outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio, incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53";2018-01-01;2023-08-31
2111000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111100;"Interfones, seus acessórios, tomadas e “plugs”";2018-01-01;2023-08-31
2111100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111200;"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528 exceto as de uso automotivo";2018-01-01;2023-08-31
2111200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111300;"Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio) exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00";2018-01-01;2023-08-31
2111300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111400;"Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo";2018-01-01;2023-08-31
2111400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111500;"Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo";2018-01-01;2023-08-31
2111500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111600;"Circuitos impressos, exceto os de uso automotivo";2018-01-01;2023-08-31
2111600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111700;"Diodos emissores de luz (LED), exceto diodos “laser”";2018-01-01;2023-08-31
2111700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111800;"Eletrificadores de cercas eletrônicos";2018-01-01;2023-08-31
2111800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2111900;"Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador exceto os de uso automotivo";2018-01-01;2023-08-31
2111900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112000;"Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção";2018-01-01;2023-08-31
2112000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112100;"Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono";2018-01-01;2023-08-31
2112100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112200;"Aparelhos de iluminação e suas partes, não especificados nem compreendidos em outras posições, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00";2018-01-01;2023-08-31
2112200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112300;"Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública e suas partes";2018-01-01;2023-08-31
2112300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112400;"Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes";2018-01-01;2023-08-31
2112400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112500;"Outros aparelhos elétricos de iluminação e suas partes";2018-01-01;2022-05-01
2112500;"Outras luminárias e aparelhos de iluminação, elétricos, e suas partes";2022-05-02;2023-08-31
2112500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112600;"Microprocessador";2018-01-01;2023-08-31
2112600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2112700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2024-02-01;
2200100;"Ração tipo “pet” para animais domésticos";2018-01-01;2023-08-31
2200100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2300100;"Sorvetes de qualquer espécie";2018-01-01;2023-08-31
2300100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2300200;"Preparados para fabricação de sorvete em máquina";2018-01-01;2023-08-31
2300200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2400100;"Tintas, vernizes";2018-01-01;2023-08-31
2400100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2400200;"Xadrez e pós assemelhados, em embalagem de conteúdo inferior ou igual a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19";2020-03-01;2022-05-01
2400200;"Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19";2018-01-01;2020-02-29
2400200;"Xadrez e pós assemelhados, em embalagem de conteúdo inferior ou igual a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código NCM 3206.11.10";2022-05-02;2023-08-31
2400200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2400201;"Xadrez e pós assemelhados, em embalagem de conteúdo superior a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código NCM 3206.11.19";2020-03-01;2022-05-01
2400201;"Xadrez e pós assemelhados, em embalagem de conteúdo superior a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código NCM 3206.11.10";2022-05-02;2023-08-31
2400201;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2400300;"Corantes para aplicação em bases, tintas e vernizes";2018-01-01;2023-08-31
2400300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500100;"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³";2018-01-01;2023-08-31
2500100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500200;"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³";2018-01-01;2023-08-31
2500200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500300;"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³";2018-01-01;2023-08-31
2500300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500400;"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular";2018-01-01;2023-08-31
2500400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500500;"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular";2018-01-01;2023-08-31
2500500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500600;"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida";2018-01-01;2023-08-31
2500600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500700;"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida";2018-01-01;2023-08-31
2500700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500800;"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida";2018-01-01;2023-08-31
2500800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2500900;"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida";2018-01-01;2023-08-31
2500900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2501000;"Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário";2018-01-01;2023-08-31
2501000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2501100;"Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário";2018-01-01;2023-08-31
2501100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2501200;"Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário";2018-01-01;2023-08-31
2501200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
2501300;"Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário";2018-01-01;2023-08-31
2501300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
